ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,MachineUtilization,DefectStatus
0,0.771965696,0.898596542,0,0.314471265,0.18980624,0.739130435,0.648276346,0.448661886,0.549702681,0.95712202,4,0.906043001,0.122475901,0.732809794,0.345608033,0,1
0.055617353,0.499110592,0.894380502,4,0.829141119,0.343304305,0.782608696,0.11746581,0.109551316,0.539686818,0.311823007,3,0.001593364,0.094506866,0.785371566,0.619153021,0.055617353,1
0.760845384,0.012096973,0.898062498,2,0.603552279,0.613441298,0.47826087,0.946841378,0.516117488,0.372427536,0.159530252,8,0.600945163,0.097782841,0.716539623,0.448807721,0.760845384,1
0.796440489,0.009030934,0.969357,4,0.389153825,0.09546503,0.043478261,0.864710312,0.394751505,0.568910842,0.718345768,9,0.916659123,0.260369403,0.849834222,0.202283885,0.796440489,1
0.857619577,0.357179844,0.966388308,3,0.557754903,0.354431488,0.391304348,0.0220138,0.518542681,0.458120199,0.828595801,2,0.508841184,0.532439985,0.413337141,0.589012157,0.857619577,1
0.494994438,0.926603048,0.880703998,3,0.576882625,0.250942048,0.47826087,0.782436314,0.439860613,0.489637338,0.313918135,0,0.002789463,0.114297728,0.544775687,0.566494621,0.494994438,1
0.498331479,0.22876899,0.866659972,3,0.165457719,0.915564238,0.565217391,0.636082452,0.56852862,0.755351543,0.278363063,6,0.218890877,0.936249093,0.010651149,0.524218906,0.498331479,1
0.978865406,0.634640137,0.898385605,4,0.402769783,0.852537497,0.739130435,0.495439925,0.7272041,0.525964286,0.241610278,9,0.923102828,0.855240173,0.146042939,0.090079694,0.978865406,1
0.541713014,0.222165084,0.914554502,4,0.343439253,0.579770236,0.782608696,0.602792696,0.774952393,0.323652673,0.393173919,7,0.016857749,0.972844734,0.644205914,0.927026879,0.541713014,1
0.888765295,0.321804432,0.847667442,4,0.400939249,0.520264335,0.217391304,0.678469935,0.649026932,0.58146272,0.087019302,2,0.394959675,0.041982756,0.562325537,0.592065464,0.888765295,1
0.036707453,0.848415577,0.958791017,0,0.761321734,0.930778289,0.173913043,0.884845512,0.198814614,0.640763371,0.669154709,2,0.790284917,0.852380541,0.197324576,0.263614398,0.036707453,1
0.385984427,0.729180806,0.897296553,4,0.482614509,0.932480835,0.652173913,0.767650203,0.39707221,0.662321724,0.822314409,5,0.838675285,0.804624047,0.243458913,0.687282709,0.385984427,1
0.104560623,0.095430962,0.86680911,3,0.940614173,0.969395272,0.565217391,0.575513801,0.071049575,0.618314978,0.663705535,1,0.477863396,0.903177692,0.344080808,0.31756144,0.104560623,1
0.078976641,0.428885071,0.821364199,1,0.293660959,0.125167438,0.52173913,0.824954896,0.451643608,0.664613251,0.421123793,5,0.232515617,0.528324298,0.716429922,0.505616834,0.078976641,1
0.611790879,0.029171371,0.847769032,4,0.41574728,0.160357894,0.869565217,0.987394554,0.970506062,0.310086731,0.288832279,4,0.600071556,0.78874975,0.609727053,0.340798486,0.611790879,1
0.170189099,0.481096897,0.989856234,1,0.787180486,0.676705952,0.043478261,0.30009358,0.641772691,0.446134207,0.409365462,6,0.263838443,0.050785834,0.069557629,0.880368776,0.170189099,1
0.276974416,0.662723208,0.861019937,3,0.546131471,0.541359386,0.043478261,0.118184027,0.154469697,0.668716847,0.423762667,8,0.255316903,0.075422204,0.759956298,0.994020216,0.276974416,0
0.748609566,0.1185448,0.833771858,4,0.547135511,0.01821942,0.47826087,0.731711518,0.268478077,0.754383216,0.66604504,8,0.808156241,0.118155509,0.262654538,0.16074599,0.748609566,1
0.486095662,0.289004492,0.892134558,0,0.0532082,0.06174281,0,0.979061141,0.064396669,0.434145864,0.928191715,0,0.154226351,0.915884137,0.671772896,0.023064274,0.486095662,1
0.130144605,0.398005658,0.861417549,0,0.398635073,0.8881189,0.782608696,0.116467856,0.182281619,0.365329368,0.070367227,6,0.005346312,0.060686573,0.123351609,0.218919642,0.130144605,1
0.85650723,0.919936978,0.80703185,1,0.270707156,0.868903018,0.652173913,0.431726076,0.487825245,0.715895534,0.953495294,2,0.336902215,0.099738811,0.997949038,0.589760828,0.85650723,1
0.989988877,0.99369445,0.864629043,5,0.999661754,0.357135475,0.260869565,0.061985182,0.344785737,0.222163026,0.91032534,3,0.491241611,0.931534555,0.080322016,0.173522358,0.989988877,1
0.339265851,0.044920055,0.908821725,0,0.308346732,0.891090108,0.869565217,0.776831966,0.203838221,0.009472119,0.117532316,1,0.705543353,0.106995256,0.741750366,0.811419812,0.339265851,1
0.296996663,0.761341886,0.910342474,0,0.884767495,0.593617105,0.260869565,0.949149149,0.146452555,0.471167465,0.183411974,0,0.781647576,0.870768323,0.541337761,0.408375871,0.296996663,1
0.058954394,0.37188124,0.871311784,0,0.676403735,0.805917233,0.652173913,0.499067845,0.65611854,0.173360724,0.311474888,9,0.66394426,0.790134022,0.085926286,0.610353341,0.058954394,1
0.261401557,0.392624776,0.889460551,3,0.340923856,0.427318618,0.217391304,0.409521873,0.558112633,0.378279888,0.559646763,2,0.626900169,0.039760599,0.026794916,0.455349952,0.261401557,0
0.431590656,0.754595873,0.993103584,0,0.543640049,0.113182955,0.739130435,0.90812603,0.842758516,0.291227218,0.134283058,9,0.666175805,0.021291928,0.362665152,0.903315771,0.431590656,1
0.815350389,0.918831884,0.875469695,2,0.840785529,0.433616673,0,0.133163928,0.183120933,0.777277631,0.200168745,8,0.271593997,0.534780427,0.802242967,0.034627262,0.815350389,1
0.847608454,0.951348807,0.851645363,4,0.883638711,0.457197134,0,0.89197816,0.848105691,0.331403442,0.902796273,0,0.382529904,0.998422982,0.041136338,0.729190339,0.847608454,1
0.916573971,0.577373039,0.848693409,0,0.160313809,0.55087222,0.565217391,0.392112543,0.577928944,0.640685162,0.109097199,2,0.616818602,0.879858959,0.704413336,0.652016519,0.916573971,1
0.444938821,0.357271701,0.891552923,5,0.339579936,0.105364779,0.217391304,0.559529369,0.266122718,0.673923517,0.398793241,4,0.06545027,0.310002707,0.655388763,0.649357899,0.444938821,1
0.692992214,0.787895102,0.95190403,5,0.335227867,0.991474243,0.217391304,0.528389688,0.273455446,0.456455061,0.763065644,2,0.295414538,0.38642753,0.26553278,0.413697725,0.692992214,0
0.852057842,0.251103732,0.841197637,0,0.041907357,0.243964296,0.130434783,0.616148267,0.390327017,0.081061199,0.888698334,3,0.406609471,0.388027244,0.077478754,0.015156037,0.852057842,1
0.33592881,0.564318556,0.941859225,0,0.598369949,0.198364939,0.47826087,0.942558377,0.460100304,0.700377241,0.335931845,3,0.533747076,0.734940204,0.915346039,0.689106282,0.33592881,1
0.229143493,0.358729665,0.804229965,2,0.855076627,0.526723033,0.739130435,0.951569438,0.082334911,0.075150903,0.164256619,0,0.486745666,0.341167533,0.300346459,0.829416874,0.229143493,1
0.253615128,0.656917635,0.883786596,0,0.381601544,0.537131704,0.391304348,0.83149283,0.842117126,0.099197069,0.737064898,5,0.718606744,0.14747443,0.111371461,0.084750851,0.253615128,0
0.947719689,0.240496447,0.955173013,0,0.740236874,0.439712345,0.086956522,0.191367042,0.121385705,0.195985994,0.772625533,6,0.473678325,0.747892697,0.681530731,0.441341618,0.947719689,1
0.641824249,0.191668315,0.867746591,4,0.627846886,0.771892585,0.086956522,0.333455068,0.483441782,0.280368359,0.980186055,6,0.904774515,0.458266475,0.216674154,0.162159585,0.641824249,1
0.082313682,0.918644454,0.91274742,5,0.375673019,0.516571189,0.304347826,0.487889432,0.382912048,0.84647067,0.139350785,5,0.38048506,0.076324804,0.475635227,0.610758618,0.082313682,0
0.482758621,0.101838276,0.840995847,2,0.140970361,0.609642736,0.913043478,0.905866104,0.51227996,0.674932745,0.70946284,6,0.525670739,0.790916947,0.050391055,0.785525481,0.482758621,1
0.113459399,0.506176042,0.948399078,5,0.709509894,0.723731045,0.956521739,0.52095635,0.887617733,0.387210334,0.417215044,2,0.003033115,0.585797447,0.99301149,0.666559253,0.113459399,1
0.468298109,0.22094144,0.810455821,2,0.854821619,0.024780766,0,0.977899525,0.989262102,0.978652588,0.914755305,4,0.310580967,0.489678144,0.44762435,0.317713606,0.468298109,1
0.781979978,0.038936003,0.970508529,5,0.686029156,0.570578665,0.739130435,0.984310256,0.020077589,0.243593388,0.407749521,6,0.867183249,0.673992091,0.999137795,0.139284375,0.781979978,1
0.848720801,0.036023536,0.839639277,0,0.01772933,0.884231716,0.608695652,0.598739166,0.393187143,0.609822318,0.445894604,9,0.333700475,0.505706077,0.385675338,0.794193699,0.848720801,1
0.819799778,0.175289707,0.974879606,5,0.216179897,0.017141905,0.869565217,0.877877698,0.817719239,0.847233115,0.12660032,4,0.253237083,0.649022997,0.34785133,0.32357374,0.819799778,1
0.895439377,0.867152348,0.870505848,5,0.069355846,0.405062359,0.826086957,0.99970434,0.326525311,0.802039475,0.320819891,9,0.543852566,0.868496377,0.914596373,0.021624333,0.895439377,1
0.339265851,0.282595388,0.944536715,2,0.570504787,0.92627847,0.695652174,0.850076223,0.649080931,0.090291443,0.400756249,1,0.078621712,0.614052689,0.329463808,0.571219474,0.339265851,1
0.107897664,0.95087917,0.86384506,1,0.756686579,0.353017606,0.434782609,0.657113485,0.992434169,0.697286234,0.017267789,5,0.531909851,0.660224016,0.432008074,0.246290071,0.107897664,1
0.944382647,0.58187479,0.981182334,2,0.110474972,0.458626628,0.52173913,0.845489493,0.646815184,0.257855267,0.437505268,6,0.303762594,0.614395022,0.078097183,0.841158363,0.944382647,1
0.886540601,0.436800833,0.825327425,2,0.838586404,0.981610541,0.826086957,0.082389228,0.111032086,0.355729555,0.336207947,1,0.383272147,0.53156589,0.955488256,0.142808889,0.886540601,1
0.371523915,0.580340635,0.835703958,2,0.555620454,0.199136647,0.391304348,0.635005776,0.843050271,0.488994276,0.803920301,9,0.791906672,0.171694472,0.085138301,0.434521069,0.371523915,1
0.954393771,0.516921397,0.898606025,3,0.69014567,0.065024038,0.52173913,0.216365367,0.96682269,0.790766538,0.106908287,7,0.662387649,0.335702339,0.771202584,0.25274665,0.954393771,1
0.482758621,0.759109203,0.816387688,3,0.971714938,0.859451717,0.695652174,0.115825061,0.712577256,0.166188677,0.760273852,4,0.446332821,0.693794431,0.538622674,0.689467385,0.482758621,1
0.496106785,0.282612718,0.839196037,3,0.083563734,0.868497431,0.869565217,0.89326615,0.41902561,0.10853978,0.714055378,7,0.577862912,0.425666809,0.061391145,0.548316093,0.496106785,1
0.341490545,0.353199085,0.988753276,2,0.901503092,0.471980014,0,0.639833335,0.948558502,0.153427885,0.241633068,2,0.767378069,0.406283948,0.001687167,0.790911398,0.341490545,1
0.275862069,0.894488704,0.995297932,1,0.126006006,0.514123161,0.826086957,0.243411919,0.968737994,0.218213197,0.083057593,1,0.746283835,0.760077056,0.935578619,0.458346397,0.275862069,1
0.183537264,0.946874695,0.875251866,2,0.392991482,0.835827755,0.652173913,0.38676448,0.93527003,0.059484111,0.841929547,6,0.185310555,0.004983298,0.742189761,0.004283033,0.183537264,1
0.533926585,0.892951932,0.984657204,0,0.851693631,0.738549013,0.652173913,0.973737014,0.411773762,0.926379167,0.24928391,4,0.301013513,0.679653851,0.686450115,0.214791259,0.533926585,1
0.371523915,0.419626841,0.908964935,1,0.906535744,0.264983364,0.869565217,0.862551924,0.789805796,0.319077774,0.145371514,4,0.348374384,0.489535065,0.438559349,0.999199697,0.371523915,1
0.601779755,0.780708256,0.853948493,3,0.506459328,0.016646354,0.086956522,0.015261263,0.654226065,0.176963367,0.358935287,7,0.18753316,0.376863229,0.23860769,0.405048383,0.601779755,1
0.843159066,0.476540415,0.940479744,5,0.594234824,0.47960484,0.043478261,0.980266784,0.179573368,0.637843441,0.40079862,8,0.011992344,0.34057029,0.679876653,0.620061251,0.843159066,1
0.11679644,0.497754164,0.931780361,5,0.708332805,0.858941285,0.217391304,0.36849677,0.535516589,0.787012315,0.325973192,7,0.173945756,0.172599225,0.608311456,0.904920374,0.11679644,1
0.625139043,0.204761422,0.997825064,4,0.833004547,0.895875736,0.434782609,0.695652041,0.747773191,0.753248787,0.976632271,9,0.808801392,0.334274143,0.726357846,0.020007761,0.625139043,1
0.088987764,0.591387118,0.853009457,1,0.121412254,0.956287049,0.086956522,0.712924514,0.89605069,0.718720203,0.880932712,1,0.546238229,0.391546213,0.365792093,0.659456029,0.088987764,0
0.146829811,0.186208789,0.934411901,3,0.810304188,0.879598964,0,0.912094676,0.862724146,0.050511814,0.873084331,9,0.341789479,0.437661755,0.986951031,0.288013554,0.146829811,1
0.885428254,0.331703635,0.810404751,1,0.48135164,0.579981119,0.434782609,0.885449405,0.154515699,0.78217549,0.398682522,6,0.608719165,0.672947635,0.066994906,0.278879621,0.885428254,1
1,0.855406863,0.822729208,1,0.450684055,0.444498775,0.52173913,0.281626103,0.48801692,0.501881536,0.963015232,4,0.740328788,0.453813659,0.079688434,0.224451697,1,1
0.152391546,0.20715821,0.800783675,5,0.423947427,0.774851255,0.173913043,0.643727043,0.478248599,0.649095783,0.684046865,6,0.354570884,0.797160504,0.916899995,0.822671027,0.152391546,0
0.203559511,0.071178961,0.999892136,2,0.509300617,0.739811563,0.739130435,0.393693251,0.898876547,0.956448725,0.832086747,2,0.466319785,0.640324796,0.64771858,0.372632621,0.203559511,1
0.444938821,0.069027292,0.960454739,0,0.945350868,0.538067261,0.608695652,0.525639078,0.00173657,0.810689839,0.500831808,3,0.064091588,0.189351722,0.326331883,0.066626731,0.444938821,1
0.36596218,0.941200126,0.957344603,4,0.548311707,0.087103456,0.739130435,0.554797627,0.738792314,0.825389996,0.160434845,6,0.59745499,0.277089714,0.761969997,0.096378336,0.36596218,1
0.872080089,0.50713901,0.901945215,3,0.953481793,0.926132319,0.608695652,0.396333425,0.61867474,0.181455166,0.887000028,1,0.356552002,0.078799834,0.45277684,0.148171108,0.872080089,1
0.563959956,0.409586361,0.860013417,1,0.18021971,0.455499317,0.826086957,0.463939087,0.921719621,0.476418833,0.486377514,1,0.433738898,0.946874213,0.021105714,0.898912923,0.563959956,1
0.946607341,0.811235191,0.830252857,4,0.7243292,0.363200322,0.826086957,0.208178932,0.45688922,0.949349254,0.968702826,0,0.422805905,0.887593552,0.651115966,0.427159444,0.946607341,1
0.0756396,0.836193868,0.856934948,1,0.81247547,0.629521189,0.826086957,0.60780868,0.657720281,0.582691917,0.254717099,0,0.63280596,0.084357127,0.243106041,0.916044456,0.0756396,1
0.606229143,0.332330254,0.875194244,5,0.679300234,0.673806264,0.260869565,0.759245508,0.972914593,0.102570637,0.99253665,0,0.57280734,0.574541428,0.115323522,0.817418284,0.606229143,1
0.859844271,0.693921416,0.951262019,0,0.607058679,0.21050443,0.695652174,0.429758419,0.743984508,0.731833447,0.222267506,5,0.422310883,0.961581415,0.225266491,0.837833088,0.859844271,1
0.057842047,0.771461372,0.907932358,5,0.564928767,0.836960602,0.304347826,0.978144148,0.067208063,0.042908331,0.368069176,4,0.016790284,0.747928144,0.476162376,0.286467509,0.057842047,1
0.499443826,0.654936348,0.815496725,4,0.861190018,0.289779579,0.52173913,0.056939836,0.167395635,0.742311378,0.594011291,9,0.621348844,0.492125529,0.049841917,0.270941246,0.499443826,1
0.226918799,0.15165228,0.803605802,3,0.821887089,0.186492572,0.652173913,0.589307903,0.821561268,0.879793152,0.693358434,7,0.880199608,0.240952848,0.88317503,0.559860154,0.226918799,1
0.139043382,0.876269215,0.820466436,1,0.122190183,0.406280507,0.391304348,0.583743461,0.33472108,0.425249461,0.720328568,4,0.770073342,0.278957062,0.559926247,0.417635542,0.139043382,0
0.829810901,0.539327736,0.882099743,0,0.848841209,0.730546974,0.565217391,0.035992639,0.705984445,0.41361164,0.476199024,0,0.982330844,0.737003149,0.292992508,0.508823326,0.829810901,1
0.046718576,0.282589068,0.986638583,5,0.414111528,0.965522056,0.217391304,0.22442007,0.699887756,0.304205051,0.076610246,7,0.139021997,0.781422432,0.687018745,0.052706448,0.046718576,0
0.835372636,0.425409658,0.927480496,4,0.253661995,0.809293957,0.826086957,0.905947815,0.993876036,0.876958678,0.496002861,5,0.222542829,0.52907484,0.804255622,0.971617033,0.835372636,1
0.9810901,0.037576513,0.96036518,5,0.870032388,0.940404026,0.913043478,0.544624857,0.469849508,0.547789641,0.334576681,7,0.539579174,0.120576437,0.613935266,0.05767389,0.9810901,1
0.122358176,0.12791323,0.893274919,1,0.432076413,0.140399348,0.260869565,0.436408509,0.737910802,0.579266446,0.6576764,1,0.235916667,0.934998919,0.202486974,0.178405304,0.122358176,1
0.84538376,0.765882774,0.872333217,1,0.808598743,0.070947589,0.217391304,0.415502044,0.048569898,0.661717742,0.182101992,9,0.034401094,0.845728554,0.110276601,0.678059778,0.84538376,1
0.736373749,0,0.821680075,3,0.263373482,0.557635004,0.695652174,0.888551889,0.462565042,0.300224435,0.393825271,7,0.402475034,0.14020273,0.859921304,0.155062231,0.736373749,1
0.202447164,0.416743367,0.975186604,0,0.003773405,0.290140086,0.869565217,0.36699725,0.186550893,0.432785983,0.966266075,5,0.287726916,0.056236596,0.234681141,0.106402828,0.202447164,1
0.942157953,0.522735833,0.956632006,2,0.495541558,0.828073818,1,0.859534274,0.84068897,0.741619841,0.088655612,0,0.263821241,0.536262461,0.020066589,0.153179987,0.942157953,1
0.104560623,0.054647592,0.83362362,5,0.100119024,0.671955568,0.304347826,0.309111507,0.840025499,0.985512425,0.602332327,0,0.953862084,0.284072043,0.642914039,0.061427468,0.104560623,0
0.414905451,0.973508434,0.902452113,1,0.754583836,0.970793768,0.47826087,0.531604187,0.236252617,0.034286622,0.09043717,9,0.238491427,0.283177484,0.15287541,0.250934152,0.414905451,1
0.57730812,0.226216383,0.897474962,4,0.276051149,0.254623323,0.130434783,0.143603815,0.318204429,0.042629969,0.156811726,4,0.129370434,0.086786978,0.990997271,0.270745993,0.57730812,1
1,0.304325228,0.925018311,5,0.443702894,0.485690786,0.391304348,0.825369886,0.702542814,0.428081934,0.604933621,6,0.125253369,0.954552462,0.869752877,0.498378763,1,1
0.399332592,0.304068904,0.989237379,3,0.086917936,0.501152214,0.217391304,0.73624182,0.73834453,0.659632089,0.443928947,3,0.806879387,0.831105296,0.60845612,0.438444977,0.399332592,0
1,0.230509663,0.915954288,3,0.286640392,0.239002644,0.260869565,0.530192115,0.657679618,0.386362131,0.548475153,9,0.715319945,0.113449176,0.833886088,0.473455862,1,1
0.773081201,0.001462851,0.908043453,1,0.781711269,0.590034257,0.869565217,0.025589191,0.996871286,0.999664771,0.879983826,4,0.129424108,0.877623441,0.470539945,0.61586325,0.773081201,1
0.311457175,0.729664377,0.810064587,1,0.151503577,0.443178729,0.304347826,0.481316558,0.868811296,0.195347853,0.817326287,9,0.219773371,0.68362275,0.788504667,0.230565215,0.311457175,0
0.215795328,0.967272941,0.812581495,1,0.647315466,0.446615425,0.086956522,0.225046937,0.417015629,0.007905309,0.88809642,2,0.74784452,0.325446904,0.646545645,0.134252931,0.215795328,1
0.959955506,0.224383703,0.837469358,2,0.917712776,0.362602992,0.304347826,0.413378164,0.326899294,0.190117713,0.616258783,1,0.274686696,0.872265341,0.028629188,0.878852162,0.959955506,1
0.215795328,0.663336666,0.806494154,1,0.680008506,0.016682364,0.608695652,0.856791666,0.596874704,0.88686323,0.48959526,1,0.98225722,0.598531869,0.948783236,0.633775311,0.215795328,1
0.740823137,0.74222161,0.948670579,5,0.811257031,0.522013809,0.869565217,0.769897678,0.817745053,0.145135246,0.459137223,4,0.540882963,0.849642887,0.86094123,0.060169801,0.740823137,1
0.102335929,0.848799041,0.944666061,5,0.108866635,0.335105171,0,0.241816983,0.475322333,0.478976607,0.739862939,3,0.192002914,0.469539583,0.953433167,0.961072472,0.102335929,1
0.746384872,0.422809489,0.827211247,0,0.250695553,0.001067764,0.52173913,0.985423424,0.737770996,0.419275222,0.521264913,1,0.859411644,0.500980715,0.73138181,0.692936248,0.746384872,1
0.066740823,0.303056838,0.96721578,4,0.894814681,0.307792094,0.913043478,0.903613836,0.018965834,0.66573586,0.10556392,4,0.319586764,0.29095215,0.412062559,0.151263153,0.066740823,1
0.704115684,0.325431223,0.830957207,1,0.715294457,0.278467112,0.739130435,0.528771337,0.925989876,0.054577615,0.141748938,9,0.288890598,0.387813545,0.206977716,0.969159871,0.704115684,1
0.055617353,0.712933321,0.860235117,5,0.639706045,0.393324563,0.608695652,0.530249419,0.773926828,0.658760384,0.356980654,8,0.327559717,0.568205791,0.179987637,0.365087924,0.055617353,1
0.447163515,0.817138757,0.84979538,5,0.663930692,0.131642665,0.260869565,0.901667709,0.394138159,0.354747675,0.06760298,7,0.768717783,0.948214154,0.144905973,0.984544302,0.447163515,1
0.876529477,0.181684805,0.87446142,5,0.414243527,0.507597673,0.608695652,0.636330346,0.383956536,0.926062242,0.239080916,8,0.173190749,0.600631315,0.220602743,0.102806477,0.876529477,1
0.004449388,0.371097826,0.850932753,2,0.04442041,0.692414752,0.086956522,0.536792842,0.102724366,0.848906413,0.656421131,8,0.381953836,0.147054786,0.55064383,0.159532449,0.004449388,0
0.517241379,0.902338162,0.897790185,4,0.784663998,0.630139566,0.565217391,0.749426216,0.816261879,0.399504368,0.01218727,7,0.030680695,0.006413261,0.683758815,0.657266934,0.517241379,1
0.670745273,0.80704823,0.881481576,3,0.678884438,0.803765829,0.826086957,0.234955598,0.768719635,0.992917645,0.604091754,8,0.827200451,0.851965183,0.314053828,0.021627969,0.670745273,1
0.757508343,0.985294024,0.997313898,5,0.472875846,0.45190389,0.130434783,0.878760498,0.630287335,0.051925657,0.772424615,3,0.340849362,0.364403079,0.548754702,0.018172172,0.757508343,0
0.921023359,0.754579152,0.81118527,1,0.900037975,0.519009318,0.130434783,0.531515371,0.101293488,0.788648493,0.169975202,7,0.248219096,0.314952346,0.341251139,0.79190708,0.921023359,1
0.592880979,0.393362126,0.828436275,5,0.336164805,0.810415001,0.086956522,0.60365821,0.262239417,0.433836245,0.180794436,1,0.580242009,0.801615543,0.696524295,0.167348025,0.592880979,0
0.449388209,0.590894425,0.810565179,4,0.294306603,0.427588806,0.173913043,0.089683981,0.4588871,0.43330484,0.028620041,8,0.705454764,0.946516096,0.988513561,0.918786674,0.449388209,0
0.931034483,0.661302806,0.925168239,3,0.873061613,0.701576751,0.434782609,0.309428124,0.265871373,0.170121216,0.512411455,8,0.813457346,0.74883211,0.689030955,0.425611295,0.931034483,1
0.569521691,0.078479806,0.810901855,2,0.797216193,0.434492266,0.304347826,0.4267501,0.433937088,0.514883421,0.654607093,2,0.347921987,0.17357284,0.059016472,0.873623253,0.569521691,1
0.716351502,0.544732596,0.967287947,0,0.515071639,0.417620564,0.043478261,0.413913828,0.225841789,0.08470193,0.456848287,5,0.812861616,0.391505961,0.477239501,0.417474072,0.716351502,0
0.258064516,0.709631318,0.902387726,1,0.130640295,0.760202233,0.652173913,0.778585818,0.34953166,0.616585425,0.38935993,6,0.465124855,0.760206563,0.770405108,0.530004735,0.258064516,1
0.581757508,0.167385651,0.905401525,0,0.215017912,0.174641678,0.391304348,0.282219392,0.652342875,0.241581193,0.454350502,2,0.101054325,0.908006552,0.542249048,0.316166814,0.581757508,1
0.383759733,0.780974592,0.912318902,2,0.656388292,0.338444401,0.739130435,0.181924533,0.892498147,0.724871343,0.781599661,4,0.846899269,0.999850276,0.951088701,0.657924176,0.383759733,1
0.050055617,0.584026254,0.834162741,4,0.385070075,0.223993209,0.260869565,0.582759137,0.384975278,0.607369334,0.033279886,0,0.547954123,0.511910751,0.054757385,0.317854782,0.050055617,1
0.606229143,0.952642585,0.839538061,4,0.836720871,0.358975099,0.173913043,0.615183164,0.69196925,0.746419311,0.783890939,2,0.602838933,0.823449528,0.291151789,0.222769431,0.606229143,1
0.085650723,0.042429924,0.863763465,2,0.950257702,0.230197787,0.260869565,0.121349219,0.134642749,0.749756529,0.666366458,7,0.938166232,0.046121991,0.220711213,0.080565462,0.085650723,1
0.810901001,0.265434992,0.918699283,5,0.805869656,0.579342985,0.869565217,0.002137277,0.540821677,0.196697703,0.241277148,2,0.559481331,0.285757284,0.767639694,0.057174144,0.810901001,1
0.903225806,0.601815428,0.842023555,2,0.377570626,0.798179854,0.217391304,0.918064184,0.921852424,0.000654242,0.524706167,7,0.005408421,0.371604347,0.523799688,0.305620985,0.903225806,1
0.080088988,0.296682951,0.823266345,1,0.788910943,0.786618325,1,0.079368702,0.027744928,0.365757804,0.049062701,8,0.871229801,0.976731397,0.138333643,0.736365885,0.080088988,1
0.882091212,0.714736971,0.994023377,3,0.351454222,0.364367887,0,0.898265904,0.267457392,0.919091574,0.379495759,5,0.284830623,0.002804064,0.285589261,0.205209374,0.882091212,1
0.275862069,0.759338335,0.804396363,0,0.167023273,0.98883192,0.434782609,0.399207195,0.132342324,0.577905826,0.17386552,6,0.502044422,0.307994305,0.522665892,0.298870228,0.275862069,0
0.051167964,0.10255088,0.960539481,0,0.033251572,0.593796454,0.52173913,0.653255236,0.533122259,0.727515426,0.02206138,5,0.204893294,0.931536416,0.996156663,0.905160321,0.051167964,1
0.133481646,0.514076185,0.95760703,4,0.385745877,0.399278662,0.47826087,0.18543282,0.67969883,0.879590853,0.356987387,7,0.297074269,0.306649321,0.364291865,0.638994447,0.133481646,1
0.236929922,0.509110022,0.859442823,5,0.903839505,0.835560578,0,0.824255694,0.057599638,0.906079999,0.7261612,6,0.687094996,0.22488698,0.156816353,0.919719604,0.236929922,1
0.264738598,0.369436834,0.827125323,4,0.238944621,0.729860681,0.869565217,0.180007095,0.07010961,0.529029319,0.921150348,9,0.429784998,0.730842338,0.497071953,0.911218395,0.264738598,1
0.061179088,0.933336899,0.829125729,1,0.206455456,0.749268363,0.608695652,0.386491107,0.869757635,0.540946802,0.662286188,0,0.627522487,0.746120912,0.310183472,0.062918758,0.061179088,1
0.388209121,0.827870482,0.939486323,2,0.970133108,0.195951094,0,0.23788665,0.456204758,0.850958021,0.401886369,2,0.824146742,0.47245492,0.565975324,0.955026696,0.388209121,1
0.117908788,0.697514371,0.928561318,0,0.024858413,0.468225256,0.086956522,0.837855705,0.462925758,0.807502588,0.999656682,2,0.340952712,0.948072139,0.466714377,0.050679048,0.117908788,0
0.923248053,0.714639398,0.956549135,1,0.786005256,0.861858045,0.608695652,0.858702548,0.944737272,0.698870684,0.282811079,2,0.568678266,0.202485958,0.68950393,0.9256195,0.923248053,1
0.052280311,0.461914186,0.987496234,4,0.321367927,0.503950661,0.347826087,0.37199904,0.320129616,0.604471975,0.186959826,3,0.778116994,0.91450857,0.914314741,0.546517594,0.052280311,0
0.636262514,0.921401139,0.938385473,4,0.037348309,0.683424198,0.565217391,0.307295899,0.897162482,0.617223378,0.463623744,0,0.715595314,0.756308895,0.200506555,0.532966004,0.636262514,1
0.37374861,0.694899229,0.831170307,0,0.918089646,0.587873882,0.956521739,0.773862979,0.97442288,0.362907756,0.504869749,1,0.54015567,0.368293174,0.821199951,0.713143345,0.37374861,1
0.027808676,0.729300479,0.848688523,4,0.139552204,0.84238032,0.913043478,0.87889516,0.241584416,0.840936459,0.354720342,4,0.383553024,0.80780446,0.949291307,0.879185345,0.027808676,1
0.893214683,0.86207059,0.968438746,5,0.551888951,0.284401563,1,0.624195644,0.514032389,0.617788007,0.695535344,5,0.407693495,0.132852564,0.373609604,0.616828853,0.893214683,1
0.284760845,0.274184416,0.841861215,4,0.274029241,0.575411344,0.304347826,0.927826735,0.534357401,0.223517971,0.183691469,8,0.433350108,0.130628777,0.113651032,0.425114704,0.284760845,0
0.007786429,0.807425785,0.814504463,3,0.065066585,0.123022519,0.913043478,0.383022946,0.866295241,0.239833949,0.510300313,1,0.348983537,0.931060481,0.821931084,0.111425111,0.007786429,1
